ID,class
0,8
1,1
2,0
3,6
4,6
5,8
6,5
7,0
8,4
9,0
10,6
11,6
12,9
13,9
14,1
15,9
16,6
17,9
18,0
19,9
20,1
21,9
22,1
23,5
24,4
25,7
26,1
27,1
28,0
29,4
30,7
31,3
32,8
33,4
34,9
35,9
36,7
37,6
38,7
39,7
40,5
41,8
42,1
43,4
44,6
45,2
46,6
47,4
48,4
49,9
50,6
51,1
52,6
53,6
54,9
55,0
56,8
57,9
58,7
59,7
60,2
61,6
62,3
63,2
64,2
65,9
66,0
67,8
68,5
69,1
70,1
71,2
72,3
73,9
74,6
75,0
76,6
77,2
78,9
79,8
80,1
81,9
82,1
83,3
84,1
85,6
86,8
87,4
88,9
89,4
90,0
91,4
92,1
93,8
94,9
95,6
96,6
97,0
98,7
99,8
100,9
101,0
102,4
103,8
104,0
105,2
106,9
107,8
108,7
109,2
110,7
111,8
112,9
113,9
114,0
115,1
116,9
117,4
118,9
119,4
120,4
121,1
122,6
123,8
124,9
125,6
126,5
127,9
128,3
129,1
130,4
131,1
132,8
133,6
134,9
135,9
136,6
137,9
138,7
139,6
140,1
141,6
142,7
143,6
144,0
145,6
146,8
147,6
148,4
149,6
150,7
151,2
152,6
153,2
154,1
155,8
156,4
157,6
158,0
159,0
160,9
161,8
162,8
163,4
164,9
165,2
166,4
167,8
168,8
169,0
170,2
171,4
172,6
173,0
174,8
175,8
176,6
177,6
178,1
179,0
180,6
181,6
182,6
183,4
184,6
185,9
186,9
187,9
188,1
189,3
190,7
191,0
192,4
193,6
194,5
195,4
196,8
197,6
198,1
199,2
200,5
201,6
202,9
203,6
204,0
205,9
206,6
207,3
208,6
209,1
210,9
211,8
212,9
213,6
214,5
215,8
216,2
217,1
218,1
219,6
220,1
221,2
222,9
223,4
224,1
225,7
226,7
227,4
228,3
229,6
230,9
231,1
232,1
233,1
234,6
235,9
236,4
237,4
238,0
239,2
240,4
241,0
242,2
243,2
244,9
245,6
246,6
247,4
248,5
249,1
250,7
251,4
252,8
253,8
254,0
255,5
256,4
257,0
258,2
259,8
260,4
261,1
262,6
263,6
264,0
265,8
266,7
267,5
268,1
269,8
270,1
271,1
272,2
273,7
274,0
275,5
276,0
277,4
278,0
279,4
280,9
281,9
282,7
283,0
284,9
285,4
286,6
287,4
288,9
289,7
290,8
291,7
292,7
293,1
294,7
295,9
296,4
297,0
298,1
299,1
300,8
301,0
302,7
303,9
304,0
305,2
306,0
307,4
308,0
309,7
310,9
311,7
312,0
313,6
314,9
315,2
316,3
317,2
318,2
319,8
320,9
321,6
322,9
323,9
324,4
325,4
326,8
327,0
328,0
329,6
330,1
331,5
332,1
333,6
334,2
335,2
336,4
337,5
338,1
339,0
340,4
341,9
342,8
343,7
344,9
345,8
346,4
347,8
348,4
349,9
350,5
351,1
352,2
353,4
354,0
355,0
356,5
357,6
358,2
359,4
360,8
361,2
362,6
363,8
364,2
365,4
366,9
367,9
368,1
369,6
370,4
371,3
372,6
373,4
374,1
375,1
376,6
377,9
378,8
379,6
380,8
381,4
382,1
383,8
384,8
385,6
386,1
387,9
388,1
389,3
390,6
391,3
392,8
393,0
394,8
395,9
396,3
397,2
398,9
399,6
400,1
401,6
402,6
403,2
404,5
405,4
406,9
407,3
408,6
409,8
410,4
411,8
412,1
413,1
414,6
415,3
416,8
417,1
418,1
419,9
420,8
421,3
422,9
423,1
424,1
425,8
426,4
427,1
428,8
429,1
430,0
431,6
432,1
433,6
434,9
435,5
436,0
437,3
438,7
439,9
440,9
441,0
442,9
443,2
444,6
445,1
446,4
447,1
448,5
449,3
450,4
451,1
452,1
453,4
454,9
455,7
456,4
457,1
458,6
459,9
460,8
461,0
462,1
463,7
464,6
465,2
466,0
467,4
468,8
469,1
470,9
471,0
472,9
473,3
474,4
475,6
476,1
477,1
478,6
479,4
480,1
481,0
482,5
483,5
484,8
485,0
486,9
487,4
488,2
489,3
490,0
491,9
492,5
493,8
494,6
495,6
496,4
497,6
498,7
499,1
500,2
501,9
502,1
503,6
504,7
505,0
506,1
507,9
508,4
509,6
510,8
511,9
512,8
513,4
514,8
515,8
516,6
517,2
518,7
519,4
520,3
521,2
522,3
523,6
524,4
525,4
526,4
527,6
528,4
529,1
530,1
531,3
532,4
533,5
534,5
535,8
536,6
537,0
538,7
539,4
540,0
541,4
542,6
543,1
544,6
545,9
546,1
547,9
548,0
549,1
550,9
551,9
552,6
553,1
554,9
555,4
556,9
557,8
558,6
559,3
560,9
561,2
562,9
563,2
564,7
565,0
566,9
567,0
568,9
569,8
570,3
571,8
572,9
573,4
574,0
575,3
576,0
577,2
578,8
579,4
580,0
581,1
582,7
583,3
584,9
585,4
586,1
587,6
588,0
589,5
590,9
591,0
592,0
593,2
594,9
595,1
596,1
597,2
598,4
599,5
600,8
601,0
602,1
603,9
604,9
605,0
606,0
607,1
608,6
609,7
610,6
611,9
612,9
613,1
614,4
615,5
616,3
617,9
618,1
619,8
620,1
621,4
622,1
623,9
624,7
625,6
626,4
627,5
628,9
629,1
630,4
631,9
632,1
